InvoiceDate,Revenue
2023-06-09,2199.0048503279127
2023-06-10,11799.60313513983
2023-06-11,5443.033130509358
2023-06-12,4280.9217741257
2023-06-13,5817.276327940967
2023-06-14,7878.818107629624
2023-06-15,2395.701461095852
2023-06-16,3780.517792500037
2023-06-17,4116.800454813921
2023-06-18,7592.416137545941
2023-06-19,138.5656885838233
2023-06-20,1185.6248781226468
2023-06-21,8381.74531319935
2023-06-22,3655.3640244555
2023-06-23,8664.170067732064
2023-06-24,7157.0126284168255
2023-06-25,874.2948011393052
2023-06-26,2291.5332691933154
2023-06-27,5636.717473685738
2023-06-28,4598.331238054676
2023-06-29,1349.9408970925147
2023-06-30,3311.27946505364
2023-07-01,8822.59786318852
2023-07-02,6958.282165308397
2023-07-03,7858.320381729289
2023-07-04,13853.89056202544
2023-07-05,16679.989955813697
2023-07-06,5560.271361697988
2023-07-07,4265.315733347926
2023-07-08,5019.916580865845
2023-07-09,2178.1936049562264
2023-07-10,3848.3253491264745
2023-07-11,0.0
2023-07-12,6340.622972864886
2023-07-13,5591.650062361635
2023-07-14,0.0
2023-07-15,3508.378074302881
2023-07-16,1315.3153849683715
2023-07-17,1687.560516417297
2023-07-18,1396.6297400069143
2023-07-19,871.4384561811847
2023-07-20,2025.5726986773436
2023-07-21,8364.63081273998
2023-07-22,264.7423669995441
2023-07-23,4251.584437287054
2023-07-24,59.635086472394335
2023-07-25,9282.325320728556
2023-07-26,9273.426185414104
2023-07-27,6539.57052682366
2023-07-28,0.0
2023-07-29,8136.407695116162
2023-07-30,1730.5655659002603
2023-07-31,2036.6273527230646
2023-08-01,6951.98184638962
2023-08-02,2352.5646463131834
2023-08-03,1497.4377785982313
2023-08-04,7543.187363832307
2023-08-05,830.9006112432274
2023-08-06,999.6375908495384
2023-08-07,4082.6789839429107
2023-08-08,5301.313893230176
2023-08-09,10098.014064772633
2023-08-10,13656.960981052935
2023-08-11,0.0
2023-08-12,2524.327561176161
2023-08-13,3819.898146565092
2023-08-14,4043.022188305299
2023-08-15,3616.0169982166826
2023-08-16,11081.861375510991
2023-08-17,1358.5810197144765
2023-08-18,4070.8330304362344
2023-08-19,22348.013557897473
2023-08-20,6332.995480021815
2023-08-21,11358.82591335894
2023-08-22,1051.343049986168
2023-08-23,5631.228744241611
2023-08-24,2112.946138997276
2023-08-25,2533.8040193501765
2023-08-26,2303.264018712239
2023-08-27,9678.719640833146
2023-08-28,17909.32781940921
2023-08-29,6003.15490373343
2023-08-30,3202.286594977154
2023-08-31,12479.672270347677
2023-09-01,18526.303280684486
2023-09-02,11241.815455007312
2023-09-03,5214.843910851055
2023-09-04,10351.006288549534
2023-09-05,3178.1193164744013
2023-09-06,12914.415455805258
2023-09-07,7474.852326811759
2023-09-08,6351.920953971539
2023-09-09,7632.997459235566
2023-09-10,4806.103218661872
2023-09-11,4788.61968767831
2023-09-12,3589.3637150597046
2023-09-13,3717.8911708493924
2023-09-14,0.0
2023-09-15,9078.373194143067
2023-09-16,3472.059862237996
2023-09-17,1517.8275739138248
2023-09-18,0.0
2023-09-19,10264.129248419233
2023-09-20,3240.256380065175
2023-09-21,2642.2818073662124
2023-09-22,1379.301959252106
2023-09-23,3628.339365872765
2023-09-24,11409.370525946646
2023-09-25,4466.561219260765
2023-09-26,5082.441875409385
2023-09-27,1449.6453835044442
2023-09-28,9421.393409464905
2023-09-29,7716.53118642986
2023-09-30,14388.754429335724
2023-10-01,2151.3584397765057
2023-10-02,6829.390557165903
2023-10-03,11064.445963108903
2023-10-04,7810.264006067923
2023-10-05,3200.2189890979926
2023-10-06,7925.337561065837
2023-10-07,23093.478986886123
2023-10-08,11612.583112933335
2023-10-09,19974.760840241583
2023-10-10,13336.764067511904
2023-10-11,7112.358458794148
2023-10-12,1051.7138844516198
2023-10-13,6437.14952674776
2023-10-14,4254.11959360574
2023-10-15,15622.689730514863
2023-10-16,684.6244789081379
2023-10-17,10159.920181781485
2023-10-18,7652.7738405816945
2023-10-19,6092.426701378885
2023-10-20,1523.7018803382184
2023-10-21,10979.506150111329
2023-10-22,15166.516261144614
2023-10-23,8103.113529479567
2023-10-24,4866.279424954011
2023-10-25,5531.260546525642
2023-10-26,4947.097303561137
2023-10-27,7942.459558105482
2023-10-28,1273.8549305252204
2023-10-29,4195.489242277236
2023-10-30,6227.770154507082
2023-10-31,6137.351549915266
2023-11-01,2389.1470938121242
2023-11-02,4086.2586576958
2023-11-03,7775.548340505311
2023-11-04,8582.762768119874
2023-11-05,8129.06687191365
2023-11-06,20486.092840527297
2023-11-07,2728.817486680532
2023-11-08,10590.386715581637
2023-11-09,6150.925772016413
2023-11-10,1290.3025147342323
2023-11-11,0.0
2023-11-12,4628.887456508042
2023-11-13,1308.8279924750586
2023-11-14,4646.364889056304
2023-11-15,0.0
2023-11-16,8878.778217716408
2023-11-17,6693.772162120191
2023-11-18,18807.52518010648
2023-11-19,0.0
2023-11-20,1413.6357635083273
2023-11-21,7793.866035054404
2023-11-22,3678.01227092874
2023-11-23,2158.6113349599354
2023-11-24,9269.335268636762
2023-11-25,792.9194668630616
2023-11-26,5872.451978175405
2023-11-27,4719.955281346559
2023-11-28,0.0
2023-11-29,8348.911805845153
2023-11-30,2685.688841696162
2023-12-01,4822.027692475308
2023-12-02,11740.994457146222
2023-12-03,14928.287716208024
2023-12-04,2437.010595531141
2023-12-05,4583.329167049993
2023-12-06,4501.689819816178
2023-12-07,2935.8864808507196
2023-12-08,6297.956381547021
2023-12-09,4901.650898616247
2023-12-10,12949.571048847774
2023-12-11,1559.462456269838
2023-12-12,12525.809539827209
2023-12-13,138.34646410745978
2023-12-14,6252.041428749024
2023-12-15,4660.642945620051
2023-12-16,4095.981677547571
2023-12-17,5554.249715428705
2023-12-18,3024.238786745358
2023-12-19,1983.841880642939
2023-12-20,7604.55957293412
2023-12-21,1142.2265563582398
2023-12-22,2714.0030113839484
2023-12-23,5796.7747711259035
2023-12-24,2475.254024307201
2023-12-25,10426.354797127175
2023-12-26,95.6872705412196
2023-12-27,13149.113018194972
2023-12-28,9287.930104377063
2023-12-29,5030.936824656506
2023-12-30,214.003407656366
2023-12-31,114.00420303531753
